pageid,title,wikitext,anlam,parcalar,yeni_parcalar,degisti_mi,muhtemel aynılar
230264,Aç karın katık istemez,#ERROR!,"# Büyük gerekseme içinde bulunan kişi, lüks peşinde koşmaz. Eline geçen değersiz nesneleribile beğeni ile karşılar. ","büyük, gerekseme, gereksemek, içinde, bulunan, kişi, lüks, peşinde, koşmaz, koşmak, eline, el, geçen, değersiz, nesneleribile, beğeni, karşılar, karşı","büyük, gerekseme, ihtiyaç, içinde, bulunan, kişi, lüks, peşinde, koşmaz, koşmak, eline, el, geçen, değersiz, nesneleri, bile, beğeni, karşılar, karşı",1,
230263,Aç köpek fırın deler,#ERROR!,"# Aç kimse, karnını doyurmak için, gücünün yetmeyeceği sanılan engellerle çarpışır ve istediğini elde eder. ","aç, kimse, karnını, karın, doyurmak, gücünün, güç, yetmeyeceği, yetmek, sanılan, sanı, engellerle, engel, çarpışır, çarpışmak, istediğini, istemek, elde, eder","aç, kimse, karnını, karın, doyurmak, gücünün, güç, yetmeyeceği, yetmek, sanılan, sanmak, engellerle, engel, çarpışır, çarpışmak, istediğini, istemek, elde, eder",1,
230265,Aç kurt arslana saldırır,#ERROR!,"# Açın gözü kararmıştır. O, karnını doyurmak için gerekirse ölümü göze alarak kendisinden kat kat güçlü olan yaratıklarla boğuşur. ","açın, açınmak, gözü, göz, kararmıştır, kararmak, karnını, karın, doyurmak, gerekirse, ölümü, ölüm, göze, alarak, kendisinden, kendi, kat, kat, güçlü, olan, o, yaratıklarla, yaratık, boğuşur, boğuşmak","açın, gözü, göz, kararmıştır, kararmak, karnını, karın, doyurmak, gerekirse, ölümü, ölüm, göze, alarak, kendisinden, kendi, kat kat, güçlü, olan, yaratıklarla, yaratık, boğuşur, boğuşmak",1,"('Aç kurt aslana saldırır', 98, 400425)"
400425,Aç kurt aslana saldırır,#ERROR!,# Aç kimse karnını doyurmak için gerekirse ölümü göze alır.,"aç, kimse, karnını, karın, doyurmak, gerekirse, ölümü, ölüm, göze, alır","aç, kimse, karnını, karın, doyurmak, gerekirse, ölümü, ölüm, göze, alır",0,
230266,Aç kurt yavrusunu yer,#ERROR!,"# Aç olan, karnını doyurmak için canavarlığın en korkuncunu yapar. ","aç, olan, o, karnını, karın, doyurmak, canavarlığın, canavar, korkuncunu, yapar","aç, olan, karnını, karın, doyurmak, canavarlığın, canavar, korkuncunu, yapar",1,
230267,"Aç ne yemez, tok ne demez",#ERROR!,# Yoksul kişi eline geçen şeyin iyisine kötüsüne bakmaz. Varlıklı kişi ise en güzel şeylerde bilekusur bulur; çekinmeden her şeyi söyler.,"yoksul, kişi, eline, el, geçen, şeyin, şey, iyisine, iyi, kötüsüne, bakmaz, bakmak, varlıklı, varlık, kişi, güzel, şeylerde, şey, bilekusur, bulur, çekinmeden, çekinmek, şeyi, şey, söyler","yoksul, kişi, eline, el, geçen, şeyin, şey, iyisine, iyi, kötüsüne, bakmaz, bakmak, varlıklı, varlık, kişi, güzel, şeylerde, şey, bile, kusur, bulur, çekinmeden, çekinmek, şeyi, şey, söyler",1,
230248,"Aç ölmez, gözü kararır; susuz ölmez, benzi sararır",#ERROR!,"# Yoksulluk insanı öldürmez ama, türlü türlü üzüntü ve sıkıntı içinde yıpratır. ","yoksulluk, yoksul, insanı, insan, öldürmez, öldürmek, türlü, türlü, üzüntü, sıkıntı, içinde, yıpratır, yıpramak","yoksulluk, yoksul, insanı, insan, öldürmez, öldürmek, türlü türlü, üzüntü, sıkıntı, içinde, yıpratır, yıpratmak",1,
220946,Aç tavuk kendini arpa ambarında sanır,#ERROR!,,,,0,"('Aç tavuk kendini buğday ambarında sanır', 89, 230268)"
230268,Aç tavuk kendini buğday ambarında sanır,#ERROR!,"# İnsanlar, yokluğunu, yoksulluğunu çektikleri şeyler için olmayacak şeylerin düşlerini kurar.. ","i, nsanlar, yokluğunu, yok, yoksulluğunu, yoksul, çektikleri, çekmek, şeyler, şey, olmayacak, olmak, şeylerin, şey, düşlerini, düş, kurar","insanlar, yokluğunu, yok, yoksulluğunu, yoksul, çektikleri, çekmek, şeyler, şey, olmayacak, şeylerin, şey, düşlerini, düş, kurar",1,
230269,Aç yar onda sarpın kurcalanmaz,#ERROR!,# Bir nesneden yoksun olan kişi yanında o nesne üzerine dikkati çekecek davranışlarda bulunulmamalıdır.,"bir, nesneden, nesne, yoksun, yoksunmak, olan, o, kişi, yanında, nesne, üzerine, dikkati, dikkat, çekecek, davranışlarda, davranış, bulunulmamalıdır","nesneden, nesne, yoksun, olan, kişi, yanında, nesne, üzerine, dikkati, dikkat, çekecek, davranışlarda, davranış, bulunulmamalıdır",1,
230235,"Aç, yanından kaç",#ERROR!,"# Yoksul ile arkadaş olmaya gelmez. Çünkü sonu gelmeyen istekleriyle seni rahatsız eder.Dahası, kendi çıkarı için sana fenalık yapabilir. ","yoksul, arkadaş, olmaya, olmak, gelmez, gelmek, sonu, son, gelmeyen, gelmek, istekleriyle, istek, seni, sen, rahatsız, rahat, eder, dahası, kendi, çıkarı, çıkar, sana, fenalık, fena, yapabilir","yoksul, arkadaş, olmaya, olmak, gelmez, gelmek, sonu, son, gelmeyen, gelmek, istekleriyle, istek, seni, sen, rahatsız, rahat, eder, dahası, kendi, çıkarı, çıkar, sana, fenalık, fena, yapabilir",0,
230244,Aça kuru ekmek bal helvası gibi gelir,#ERROR!,"# İş bulamayan kişi, eline geçen çok küçük bir işi büyük bir nimet sayar. ","i, ş, bulamayan, bulamak, kişi, eline, el, geçen, küçük, bir, işi, iş, büyük, bir, nimet, sayar","iş, bulamayan, bulmak, kişi, eline, el, geçen, küçük, işi, iş, büyük, nimet, sayar",1,
326096,Açık ağız aç kalmaz,#ERROR!,# isteklerini uygun bir biçimde söylemesini bilen kişi onları eninde sonunda elde anlamında kullanılan bir söz,"isteklerini, istek, uygun, bir, biçimde, biçim, söylemesini, söylemek, bilen, kişi, onları, on, eninde, en, sonunda, elde, anlamında, anlam, kullanılan, kul, bir, söz","isteklerini, istek, uygun, biçimde, biçim, söylemesini, söylemek, bilen, kişi, onları, eninde, sonunda, elde",1,
230236,Açık göte herkes tükürür,#ERROR!,"# Utanç verici, iğrendirici davranışları herkes ayıplar, tiksinti ile karşılar. ","utanç, verici, iğrendirici, iğrenmek, davranışları, davranış, herkes, ayıplar, ayıplamak, tiksinti, karşılar, karşı","utanç, verici, iğrendirici, iğrenmek, davranışları, davranış, herkes, ayıplar, ayıplamak, tiksinti, karşılar, karşılamak",1,
230237,Açık kaba it değer,#ERROR!,# Gizli kalması gereken şeyler herkese açılırsa bundan büyük zararlar doğar.,"gizli, kalması, kalmak, gereken, şeyler, şey, herkese, herkes, açılırsa, bundan, bun, büyük, zararlar, zarar, doğar","gizli, kalması, kalmak, gereken, şeyler, şey, herkese, herkes, açılırsa, bundan, büyük, zararlar, zarar, doğar",1,
230238,Açık yaraya tuz ekilmez,#ERROR!,"# Acısı taze olan kimsenin üzüntüsü, birtakım söz ve davranışlarla artırılmamalıdır. # Üzüntüsü büyük olan bir kimsenin, onun acılarını artıracak söz ve davranışlardan kaçınmalıyız.","acısı, acı, taze, olan, o, kimsenin, kimse, üzüntüsü, üzüntü, birtakım, söz, davranışlarla, davranış, artırılmamalıdır, üzüntüsü, üzüntü, büyük, olan, o, bir, kimsenin, kimse, onun, onmak, acılarını, acı, artıracak, söz, davranışlardan, davranış, kaçınmalıyız, kaçınmak","acısı, acı, taze, olan, kimsenin, kimse, üzüntüsü, üzüntü, birtakım, söz, davranışlarla, davranış, artırılmamalıdır, üzüntüsü, üzüntü, büyük, olan, kimsenin, kimse, onun, acılarını, acı, artıracak, söz, davranışlardan, davranış, kaçınmalıyız, kaçınmak",1,
230239,"Açılan solar, ağlayan güler",#ERROR!,"# Hiçbir durum olduğu gibi kalmaz, tersine döner: Güzel çirkinleşir, üzüntülü olan mutluluğakavuşur. ","hiçbir, durum, olduğu, olmak, kalmaz, kalmak, tersine, döner, güzel, çirkinleşir, çirkin, üzüntülü, üzüntü, olan, o, mutluluğakavuşur","hiçbir, durum, olduğu, olmak, kalmaz, kalmak, tersine, döner, güzel, çirkinleşir, çirkin, üzüntülü, üzüntü, olan, mutluluğa, kavuşur",1,
230240,Açın gözü ekmek teknesinde olur,#ERROR!,"# Kişinin bütün düşündüğü şey, yaşaması için büyük değer taşıyan şeyi elde etmektir. ","kişinin, kişi, bütün, düşündüğü, düşünmek, yaşaması, yaşamak, büyük, değer, taşıyan, taşımak, şeyi, şey, elde, etmektir, etmek","kişinin, kişi, bütün, düşündüğü, düşünmek, yaşaması, yaşamak, büyük, değer, taşıyan, taşımak, şeyi, şey, elde, etmektir, etmek",0,
230241,Açın imanı olmaz,#ERROR!,"# Aç olan kimse, karnını doyurabilmek için her şeyi yapar: İnsafsızdır, ahlak ve din kuralları da tanımaz. ","aç, olan, o, kimse, karnını, karın, doyurabilmek, şeyi, şey, yapar, i, nsafsızdır, ahlak, din, dinmek, kuralları, kural, tanımaz, tanımak","aç, olan, kimse, karnını, karın, doyurabilmek, şeyi, şey, yapar, insafsızdır, ahlak, din, kuralları, kural, tanımaz, tanımak",1,
362202,"Açın karnı doyar, gözü doymaz",#ERROR!,"# Bir şeyin uzun süren yokluğu açlık ve doyumsuzluk duygusuna iter insanı; bu insan hiç doymamış, aç kalacakmış gibi davranır; gözü nesnelerde kalır, o nesneleri kaybedecek sanısına kapılır. # İhtiraslı kişi elindekiyle yetinmez, daha fazlasını ister.","bir, şeyin, şey, uzun, süren, süre, yokluğu, yok, açlık, doyumsuzluk, doyumsuz, duygusuna, duygu, iter, itmek, insanı, insan, insan, doymamış, doymak, aç, kalacakmış, davranır, gözü, göz, nesnelerde, nesne, kalır, nesneleri, nesne, kaybedecek, sanısına, sanı, kapılır, kapılmak, i, htiraslı, kişi, elindekiyle, el, yetinmez, yetinmek, fazlasını, fazla, ister","bir, şeyin, şey, uzun, süren, yokluğu, yok, açlık, doyumsuzluk, doyumsuz, duygusuna, duygu, iter, itmek, insanı, insan, insan, doymamış, doymak, aç, kalacakmış, davranır, gözü, göz, nesnelerde, nesne, kalır, nesneleri, nesne, kaybedecek, sanısına, sanı, kapılır, kapılmak, ihtiraslı, kişi, elindekiyle, el, yetinmez, yetinmek, fazlasını, fazla, ister",1,
230242,Açın koynunda ekmek durmaz,#ERROR!,"# Kazancı kendisine yetmeyen kişi, eline geçeni hemen harcar; yarına bir şey saklayamaz. ","kazancı, kazanç, kendisine, kendi, yetmeyen, yetmek, kişi, eline, el, geçeni, geçen, hemen, harcar, yarına, yarın, bir, saklayamaz","kazancı, kazanç, kendisine, kendi, yetmeyen, yetmek, kişi, eline, el, geçeni, geçen, hemen, harcar, yarına, yarın, saklayamaz",1,
230243,Açın kursağına çörek dayanmaz,#ERROR!,# Yoksulluk içinde bulunan kimse kolay kolay genişliğe kavuşamaz. Bir eksiği giderilirsebaşka bir eksiği kendini gösterir.,"yoksulluk, yoksul, içinde, bulunan, kimse, kolay, kolay, genişliğe, genişlik, kavuşamaz, kavuşmak, bir, eksiği, eksik, giderilirsebaşka, bir, eksiği, eksik, kendini, kendi, gösterir","yoksulluk, yoksul, içinde, bulunan, kimse, kolay kolay, genişliğe, genişlik, kavuşamaz, kavuşmak, eksiği, eksik, giderilirse, başka, eksiği, eksik, kendini, kendi, gösterir",1,
230245,Açlık ile tokluğun arası yarım yufka,#ERROR!,"# Yoksulluğa yerinmemeli. Küçük bir şey, en büyük gerekseme duygumuzu gidermeye yeter. ","yoksulluğa, yoksul, yerinmemeli, yerinmek, küçük, bir, büyük, gerekseme, gereksemek, duygumuzu, duygu, gidermeye, gidermek, yeter","yoksulluğa, yoksul, yerinmemeli, yerinmek, küçük, bir, büyük, gerekseme, ihtiyaç, duygumuzu, duygu, gidermeye, gidermek, yeter",1,
230246,"Açma sırrını dostuna, o da söyler dostuna",#ERROR!,"# Bir sır, dosta bile açılmamalıdır. Açılırsa o da kendi dostuna anlatır. Bundan üçüncü kişi duyar. Böylece sır yayılır, sır olmaktan çıkar. ","bir, sır, dosta, dost, bile, açılmamalıdır, açılırsa, kendi, dostuna, dost, anlatır, anlamak, bundan, bun, üçüncü, kişi, duyar, böylece, sır, yayılır, yayılmak, sır, olmaktan, olmak, çıkar","bir, sır, dosta, dost, bile, açılmamalıdır, açılırsa, kendi, dostuna, dost, anlatır, anlatmak, bundan, üçüncü, kişi, duyar, böylece, sır, yayılır, yayılmak, sır, olmaktan, olmak, çıkar",1,
230247,"Açtırma kutuyu, söyletme kötüyü",#ERROR!,"# Karşındakini kızdırarak seninle ilgili kötü şeyleri ortaya dökmesine, senin için kötü sözlersöylemesine yol açma. ","karşındakini, karşı, kızdırarak, kızmak, seninle, sen, ilgili, kötü, şeyleri, şey, ortaya, ortay, dökmesine, dökme, senin, sen, kötü, sözlersöylemesine, yol, açma","karşındakini, kızdırarak, kızdırmak, seninle, sen, ilgili, kötü, şeyleri, şey, ortaya, dökmesine, dökmek, senin, sen, kötü, sözler, söylemesine, yol, açma",1,
230355,"Ada bana, adayım sana",#ERROR!,# Sen bir kimse için fedakarlıkta bulunursan o da senin için fedakarlıkta bulunur.,"sen, bir, kimse, fedakarlıkta, fedakâr, bulunursan, senin, sen, fedakarlıkta, fedakâr, bulunur","sen, kimse, fedakarlıkta, fedakâr, bulunursan, senin, sen, fedakarlıkta, fedakâr, bulunur",1,
452861,Adam adam denmekle adam olunmaz,#ERROR!,"# Hiç değeri olmadığı halde değer verip saygı duyarak, bazı ünvanlar vererek ve överek hiçbir kimse iyi yetişmiş, değerli bir insan yapılamaz.","değeri, değer, olmadığı, olmak, halde, hâl, değer, verip, saygı, duyarak, ünvanlar, ünvan, vererek, överek, övmek, hiçbir, kimse, iyi, yetişmiş, yetiş, değerli, bir, insan, yapılamaz","değeri, değer, olmadığı, olmamak, halde, değer, verip, saygı, duyarak, ünvanlar, ünvan, vererek, överek, övmek, hiçbir, kimse, iyi, yetişmiş, yetişmek, değerli, insan, yapılamaz",1,
230343,"Adam adam, pehlivan başka adam",#ERROR!,"# Herkesin yapabildiği işleri yapan adam, sıradan bir kişidir. Herkesin yapamayacağı işiyapabilen adam, üstün nitelikli kişi olarak tanınıp övülür. ","herkesin, herkes, yapabildiği, işleri, iş, yapan, adam, sıradan, bir, kişidir, kişi, herkesin, herkes, yapamayacağı, işiyapabilen, adam, üstün, nitelikli, nitelik, kişi, olarak, tanınıp, tanımak, övülür, övmek","herkesin, herkes, yapabildiği, işleri, iş, yapan, adam, sıradan, kişidir, kişi, herkesin, herkes, yapamayacağı, işi, iş, yapabilen, adam, üstün, nitelikli, nitelik, kişi, olarak, tanınıp, tanınmak, övülür, övmek",1,
230345,Adam adama gerek olmasa her biri bir dağ başında olurdu,#ERROR!,# İnsanlar bütün gereksemelerini tek başlarına sağlayamazlar. Bunun için toplu yaşamak ve birbirlerine yardım etmek zorundadırlar.,"i, nsanlar, bütün, gereksemelerini, gereksemek, tek, başlarına, baş, sağlayamazlar, bunun, bun, toplu, yaşamak, birbirlerine, birbiri, yardım, etmek, zorundadırlar, zor","insanlar, bütün, gereksemelerini, ihtiyaç, tek, başlarına, baş, sağlayamazlar, bunun, toplu, yaşamak, birbirlerine, birbiri, yardım, etmek, zorundadırlar",1,
230346,Adam adama gerek olur,#ERROR!,# İnsanlar her zaman birbirlerine gerek olurlar.,"i, nsanlar, zaman, birbirlerine, birbiri, gerek, olurlar, olurlamak","insanlar, zaman, birbirlerine, birbiri, gerek, olurlar, olmak",1,
230347,"Adam adama yük değil, can gövdeye mülk değil",#ERROR!,# Bir kimseye konuk olan ya da bir iş için gelen kişi o kimsenin yanında uzun süre durmaz. Canımız bile sürekli olarak gövdemizde kalmayacaktır. Onun için yanımıza gelen kimseleri yük olarak düşünmemeliyiz.kimsye yük olmamalıyız. Misafirler gibi hayat da gelip geçicidir.,"bir, kimseye, kimse, konuk, olan, o, bir, iş, gelen, kişi, kimsenin, kimse, yanında, uzun, süre, durmaz, durmak, canımız, can, bile, sürekli, olarak, gövdemizde, gövde, kalmayacaktır, kalmak, onun, onmak, yanımıza, yan, gelen, kimseleri, kimse, yük, olarak, düşünmemeliyiz, düşünmek, kimsye, yük, olmamalıyız, olmak, misafirler, misafir, hayat, gelip, geçicidir, geçici","bir, kimseye, kimse, konuk, olan, iş, gelen, kişi, kimsenin, kimse, yanında, uzun, süre, durmaz, durmak, canımız, can, bile, sürekli, olarak, gövdemizde, gövde, kalmayacaktır, kalmak, onun, yanımıza, yan, gelen, kimseleri, kimse, yük, olarak, düşünmemeliyiz, düşünmek, kimseye, yük, olmamalıyız, olmak, misafirler, misafir, hayat, gelip, geçicidir, geçici",1,
230349,"Adam adamdan korkmaz, utanır",#ERROR!,"# Bir kimse başka bir kimseye hak ettiği sert karşılığı vermiyor ve bir kötülük yapmıyorsa korktuğundan değil, hatır saydığındandır. ","bir, kimse, başka, bir, kimseye, kimse, hak, ettiği, etmek, sert, karşılığı, karşılık, vermiyor, vermek, bir, kötülük, yapmıyorsa, yapmak, korktuğundan, korkmak, değil, hatır, saydığındandır, saymak","bir, kimse, başka, kimseye, kimse, hak, ettiği, etmek, sert, karşılığı, karşılık, vermiyor, vermek, kötülük, yapmıyorsa, yapmak, korktuğundan, korkmak, değil, hatır, saydığındandır, saymak",1,
230348,"Adam adamdır, olmasa da pulu; eşek eşektir, olmasa da çulu",#ERROR!,"# İnsanın değeri zengin olmakla artmaz. Yoksulluk da insanın değerini azaltmaz. Öte yandan değersiz insan kılık kıyafetle değer kazanmaz. Nasıl ki çulu olmayan eşek, eşek olmaktan çıkmaz. ","i, nsanın, nsa, değeri, değer, zengin, olmakla, olmak, artmaz, artmak, yoksulluk, yoksul, insanın, insan, değerini, değer, azaltmaz, azaltmak, öte, yandan, yan, değersiz, insan, kılık, kıyafetle, kıyafet, değer, kazanmaz, kazanmak, çulu, çul, olmayan, olmak, eşek, eşek, olmaktan, olmak, çıkmaz","insanın, insan, değeri, değer, zengin, olmakla, olmak, artmaz, artmak, yoksulluk, yoksul, insanın, insan, değerini, değer, azaltmaz, azaltmak, öte, yandan, yan, değersiz, insan, kılık, kıyafetle, kıyafet, değer, kazanmaz, kazanmak, çulu, çul, olmayan, olmak, eşek, eşek, olmaktan, olmak, çıkmaz",1,
230344,Adam adamı bir kere aldatır,"{{Haftanın Atasözü|24|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adamı bir kere aldatır

:[1] Bir kimse, başkasını bir kez aldatabilir; ikinci kez aldatamaz. Çünkü birinci aldanmadan ders alan kişi artık ona inanmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}","# Bir kimse, başkasını bir kez aldatabilir; ikinci kez aldatamaz. Çünkü birinci aldanmadan ders alan kişi artık ona inanmaz. ","bir, kimse, başkasını, başka, bir, aldatabilir, aldatmak, ikinci, aldatamaz, aldatmak, birinci, aldanmadan, aldanmak, ders, alan, kişi, artık, ona, onamak, inanmaz, inanmak","bir, kimse, başkasını, başka, aldatabilir, aldatmak, ikinci, aldatamaz, aldatmak, birinci, aldanmadan, aldanmak, ders, alan, kişi, artık, ona, inanmaz, inanmak",1,
